type,nr_processes,grid_dim,matrix_size,solver,linear_system,time,iterations,precision,damping_parameter,step_size_h,SPEEDUP,EFFICENCY
parallel,12,44,1849,gauss-seidel,five-point,12.0791,5551,1.00E-11,1,0.0227273,,
parallel,12,45,1936,damped-jacobi,five-point,6.83032,11611,1.00E-11,1,0.0222222,,
parallel,12,45,1936,gauss-seidel,five-point,14.5541,5806,1.00E-11,1,0.0222222,,
parallel,12,46,2025,damped-jacobi,five-point,7.84013,12139,1.00E-11,1,0.0217391,,
parallel,12,46,2025,gauss-seidel,five-point,16.1125,6068,1.00E-11,1,0.0217391,,
parallel,12,47,2116,damped-jacobi,five-point,8.86222,12688,1.00E-11,1,0.0212766,,
parallel,12,47,2116,gauss-seidel,five-point,18.5437,6335,1.00E-11,1,0.0212766,,
parallel,12,48,2209,damped-jacobi,five-point,10.073,13220,1.00E-11,1,0.0208333,,
parallel,12,48,2209,gauss-seidel,five-point,21.0676,6607,1.00E-11,1,0.0208333,,
parallel,12,49,2304,damped-jacobi,five-point,11.3118,13783,1.00E-11,1,0.0204082,,
parallel,12,49,2304,gauss-seidel,five-point,24.2665,6886,1.00E-11,1,0.0204082,,
parallel,12,50,2401,damped-jacobi,five-point,12.8682,14366,1.00E-11,1,0.02,,
parallel,12,50,2401,gauss-seidel,five-point,26.5487,7170,1.00E-11,1,0.02,,
parallel,12,51,2500,damped-jacobi,five-point,14.4598,14928,1.00E-11,1,0.0196078,,
parallel,12,51,2500,gauss-seidel,five-point,30.4503,7461,1.00E-11,1,0.0196078,,
parallel,12,52,2601,damped-jacobi,five-point,16.1467,15523,1.00E-11,1,0.0192308,,
parallel,12,52,2601,gauss-seidel,five-point,33.0505,7756,1.00E-11,1,0.0192308,,
parallel,12,53,2704,damped-jacobi,five-point,18.3294,16121,1.00E-11,1,0.0188679,,
parallel,12,53,2704,gauss-seidel,five-point,38.4657,8057,1.00E-11,1,0.0188679,,
parallel,12,54,2809,damped-jacobi,five-point,20.3451,16761,1.00E-11,1,0.0185185,,
parallel,12,54,2809,gauss-seidel,five-point,41.3254,8364,1.00E-11,1,0.0185185,,
parallel,12,55,2916,damped-jacobi,five-point,22.607,17361,1.00E-11,1,0.0181818,,
parallel,12,55,2916,gauss-seidel,five-point,46.5633,8678,1.00E-11,1,0.0181818,,
parallel,12,56,3025,damped-jacobi,five-point,25.4496,18014,1.00E-11,1,0.0178571,,
parallel,12,56,3025,gauss-seidel,five-point,51.1084,8996,1.00E-11,1,0.0178571,,
parallel,12,57,3136,damped-jacobi,five-point,28.3319,18681,1.00E-11,1,0.0175439,,
parallel,12,57,3136,gauss-seidel,five-point,57.7916,9320,1.00E-11,1,0.0175439,,
parallel,12,58,3249,damped-jacobi,five-point,31.4008,19364,1.00E-11,1,0.0172414,,
parallel,12,58,3249,gauss-seidel,five-point,63.356,9651,1.00E-11,1,0.0172414,,
parallel,12,59,3364,damped-jacobi,five-point,34.746,20016,1.00E-11,1,0.0169492,,
parallel,12,59,3364,gauss-seidel,five-point,69.6283,9986,1.00E-11,1,0.0169492,,
parallel,12,60,3481,damped-jacobi,five-point,38.9073,20698,1.00E-11,1,0.0166667,,
parallel,12,60,3481,gauss-seidel,five-point,76.4993,10328,1.00E-11,1,0.0166667,,
parallel,13,5,16,damped-jacobi,five-point,0.00229668,134,1.00E-11,1,0.2,,
parallel,13,5,16,gauss-seidel,five-point,0.00204297,69,1.00E-11,1,0.2,,
parallel,13,6,25,damped-jacobi,five-point,0.00331211,197,1.00E-11,1,0.166667,,
parallel,13,6,25,gauss-seidel,five-point,0.00285878,101,1.00E-11,1,0.166667,,
parallel,13,7,36,damped-jacobi,five-point,0.00471499,272,1.00E-11,1,0.142857,,
parallel,13,7,36,gauss-seidel,five-point,0.00394108,138,1.00E-11,1,0.142857,,
parallel,13,8,49,damped-jacobi,five-point,0.00606576,358,1.00E-11,1,0.125,,
parallel,13,8,49,gauss-seidel,five-point,0.00447105,181,1.00E-11,1,0.125,,
parallel,13,9,64,damped-jacobi,five-point,0.00756544,455,1.00E-11,1,0.111111,,
parallel,13,9,64,gauss-seidel,five-point,0.00661126,230,1.00E-11,1,0.111111,,
parallel,13,10,81,damped-jacobi,five-point,0.00930484,564,1.00E-11,1,0.1,,
parallel,13,10,81,gauss-seidel,five-point,0.00948263,284,1.00E-11,1,0.1,,
parallel,13,11,100,damped-jacobi,five-point,0.0137657,685,1.00E-11,1,0.0909091,,
parallel,13,11,100,gauss-seidel,five-point,0.0122174,345,1.00E-11,1,0.0909091,,
parallel,13,12,121,damped-jacobi,five-point,0.0163693,817,1.00E-11,1,0.0833333,,
parallel,13,12,121,gauss-seidel,five-point,0.0177902,411,1.00E-11,1,0.0833333,,
parallel,13,13,144,damped-jacobi,five-point,0.0227518,960,1.00E-11,1,0.0769231,,
parallel,13,13,144,gauss-seidel,five-point,0.0223618,482,1.00E-11,1,0.0769231,,
parallel,13,14,169,damped-jacobi,five-point,0.028679,1115,1.00E-11,1,0.0714286,,
parallel,13,14,169,gauss-seidel,five-point,0.0381752,560,1.00E-11,1,0.0714286,,
parallel,13,15,196,damped-jacobi,five-point,0.0323859,1282,1.00E-11,1,0.0666667,,
parallel,13,15,196,gauss-seidel,five-point,0.0436143,643,1.00E-11,1,0.0666667,,
parallel,13,16,225,damped-jacobi,five-point,0.0448202,1459,1.00E-11,1,0.0625,,
parallel,13,16,225,gauss-seidel,five-point,0.0581669,732,1.00E-11,1,0.0625,,
parallel,13,17,256,damped-jacobi,five-point,0.0627112,1649,1.00E-11,1,0.0588235,,
parallel,13,17,256,gauss-seidel,five-point,0.0754254,827,1.00E-11,1,0.0588235,,
parallel,13,18,289,damped-jacobi,five-point,0.0776689,1850,1.00E-11,1,0.0555556,,
parallel,13,18,289,gauss-seidel,five-point,0.091402,927,1.00E-11,1,0.0555556,,
parallel,13,19,324,damped-jacobi,five-point,0.0847946,2062,1.00E-11,1,0.0526316,,
parallel,13,19,324,gauss-seidel,five-point,0.0989879,1033,1.00E-11,1,0.0526316,,
parallel,13,20,361,damped-jacobi,five-point,0.10319,2286,1.00E-11,1,0.05,,
parallel,13,20,361,gauss-seidel,five-point,0.137347,1145,1.00E-11,1,0.05,,
parallel,13,21,400,damped-jacobi,five-point,0.118983,2521,1.00E-11,1,0.047619,,
parallel,13,21,400,gauss-seidel,five-point,0.136624,1263,1.00E-11,1,0.047619,,
parallel,13,22,441,damped-jacobi,five-point,0.142723,2768,1.00E-11,1,0.0454545,,
parallel,13,22,441,gauss-seidel,five-point,0.201137,1386,1.00E-11,1,0.0454545,,
parallel,13,23,484,damped-jacobi,five-point,0.17635,3026,1.00E-11,1,0.0434783,,
parallel,13,23,484,gauss-seidel,five-point,0.244084,1515,1.00E-11,1,0.0434783,,
parallel,13,24,529,damped-jacobi,five-point,0.206089,3295,1.00E-11,1,0.0416667,,
parallel,13,24,529,gauss-seidel,five-point,0.299571,1650,1.00E-11,1,0.0416667,,
parallel,13,25,576,damped-jacobi,five-point,0.240077,3576,1.00E-11,1,0.04,,
parallel,13,25,576,gauss-seidel,five-point,0.371318,1790,1.00E-11,1,0.04,,
parallel,13,26,625,damped-jacobi,five-point,0.29242,3869,1.00E-11,1,0.0384615,,
parallel,13,26,625,gauss-seidel,five-point,0.461424,1937,1.00E-11,1,0.0384615,,
parallel,13,27,676,damped-jacobi,five-point,0.350024,4173,1.00E-11,1,0.037037,,
parallel,13,27,676,gauss-seidel,five-point,0.567461,2089,1.00E-11,1,0.037037,,
parallel,13,28,729,damped-jacobi,five-point,0.422509,4489,1.00E-11,1,0.0357143,,
parallel,13,28,729,gauss-seidel,five-point,0.688918,2246,1.00E-11,1,0.0357143,,
parallel,13,29,784,damped-jacobi,five-point,0.506343,4816,1.00E-11,1,0.0344828,,
parallel,13,29,784,gauss-seidel,five-point,0.812812,2410,1.00E-11,1,0.0344828,,
parallel,13,30,841,damped-jacobi,five-point,0.605873,5154,1.00E-11,1,0.0333333,,
parallel,13,30,841,gauss-seidel,five-point,1.01703,2579,1.00E-11,1,0.0333333,,
parallel,13,31,900,damped-jacobi,five-point,0.736075,5505,1.00E-11,1,0.0322581,,
parallel,13,31,900,gauss-seidel,five-point,1.21721,2754,1.00E-11,1,0.0322581,,
parallel,13,32,961,damped-jacobi,five-point,0.861013,5866,1.00E-11,1,0.03125,,
parallel,13,32,961,gauss-seidel,five-point,1.4868,2935,1.00E-11,1,0.03125,,
parallel,13,33,1024,damped-jacobi,five-point,1.02619,6239,1.00E-11,1,0.030303,,
parallel,13,33,1024,gauss-seidel,five-point,1.77449,3121,1.00E-11,1,0.030303,,
parallel,13,34,1089,damped-jacobi,five-point,1.21926,6624,1.00E-11,1,0.0294118,,
parallel,13,34,1089,gauss-seidel,five-point,2.09617,3314,1.00E-11,1,0.0294118,,
parallel,13,35,1156,damped-jacobi,five-point,1.43504,7021,1.00E-11,1,0.0285714,,
parallel,13,35,1156,gauss-seidel,five-point,2.5394,3512,1.00E-11,1,0.0285714,,
parallel,13,36,1225,damped-jacobi,five-point,1.68172,7428,1.00E-11,1,0.0277778,,
parallel,13,36,1225,gauss-seidel,five-point,2.99737,3715,1.00E-11,1,0.0277778,,
parallel,13,37,1296,damped-jacobi,five-point,1.96193,7848,1.00E-11,1,0.027027,,
parallel,13,37,1296,gauss-seidel,five-point,3.57663,3925,1.00E-11,1,0.027027,,
parallel,13,38,1369,damped-jacobi,five-point,2.34281,8277,1.00E-11,1,0.0263158,,
parallel,13,38,1369,gauss-seidel,five-point,4.34889,4140,1.00E-11,1,0.0263158,,
parallel,13,39,1444,damped-jacobi,five-point,2.7374,8719,1.00E-11,1,0.025641,,
parallel,13,39,1444,gauss-seidel,five-point,5.14224,4361,1.00E-11,1,0.025641,,
parallel,8,40,1521,damped-jacobi,five-point,4.88433,9172,1.00E-11,1,0.025,7.869308585,0.9836635731
parallel,13,40,1521,gauss-seidel,five-point,6.25987,4588,1.00E-11,1,0.025,,
parallel,13,41,1600,damped-jacobi,five-point,3.63908,9639,1.00E-11,1,0.0243902,,
parallel,13,41,1600,gauss-seidel,five-point,7.36509,4820,1.00E-11,1,0.0243902,,
parallel,13,42,1681,damped-jacobi,five-point,4.25752,10118,1.00E-11,1,0.0238095,,
parallel,13,42,1681,gauss-seidel,five-point,8.78505,5058,1.00E-11,1,0.0238095,,
parallel,13,43,1764,damped-jacobi,five-point,4.85434,10610,1.00E-11,1,0.0232558,,
parallel,13,43,1764,gauss-seidel,five-point,10.347,5302,1.00E-11,1,0.0232558,,
parallel,13,44,1849,damped-jacobi,five-point,5.56531,11102,1.00E-11,1,0.0227273,,
parallel,13,44,1849,gauss-seidel,five-point,12.1704,5551,1.00E-11,1,0.0227273,,
parallel,13,45,1936,damped-jacobi,five-point,6.31944,11611,1.00E-11,1,0.0222222,,
parallel,13,45,1936,gauss-seidel,five-point,14.0625,5806,1.00E-11,1,0.0222222,,
parallel,13,46,2025,damped-jacobi,five-point,7.21114,12139,1.00E-11,1,0.0217391,,
parallel,13,46,2025,gauss-seidel,five-point,16.4797,6068,1.00E-11,1,0.0217391,,
parallel,13,47,2116,damped-jacobi,five-point,8.19553,12688,1.00E-11,1,0.0212766,,
parallel,13,47,2116,gauss-seidel,five-point,19.1646,6335,1.00E-11,1,0.0212766,,
parallel,13,48,2209,damped-jacobi,five-point,9.28372,13220,1.00E-11,1,0.0208333,,
parallel,13,48,2209,gauss-seidel,five-point,21.6031,6607,1.00E-11,1,0.0208333,,
parallel,13,49,2304,damped-jacobi,five-point,10.5259,13783,1.00E-11,1,0.0204082,,
parallel,13,49,2304,gauss-seidel,five-point,23.8902,6886,1.00E-11,1,0.0204082,,
parallel,13,50,2401,damped-jacobi,five-point,11.8743,14366,1.00E-11,1,0.02,,
parallel,13,50,2401,gauss-seidel,five-point,27.1641,7170,1.00E-11,1,0.02,,
parallel,13,51,2500,damped-jacobi,five-point,13.4504,14928,1.00E-11,1,0.0196078,,
parallel,13,51,2500,gauss-seidel,five-point,30.6442,7461,1.00E-11,1,0.0196078,,
parallel,13,52,2601,damped-jacobi,five-point,14.9923,15523,1.00E-11,1,0.0192308,,
parallel,13,52,2601,gauss-seidel,five-point,33.3717,7756,1.00E-11,1,0.0192308,,
parallel,13,53,2704,damped-jacobi,five-point,16.7614,16121,1.00E-11,1,0.0188679,,
parallel,13,53,2704,gauss-seidel,five-point,37.6274,8057,1.00E-11,1,0.0188679,,
parallel,13,54,2809,damped-jacobi,five-point,18.8038,16761,1.00E-11,1,0.0185185,,
parallel,13,54,2809,gauss-seidel,five-point,42.3598,8364,1.00E-11,1,0.0185185,,
parallel,13,55,2916,damped-jacobi,five-point,20.9476,17361,1.00E-11,1,0.0181818,,
parallel,13,55,2916,gauss-seidel,five-point,45.9633,8678,1.00E-11,1,0.0181818,,
parallel,13,56,3025,damped-jacobi,five-point,23.2948,18014,1.00E-11,1,0.0178571,,
parallel,13,56,3025,gauss-seidel,five-point,51.2576,8996,1.00E-11,1,0.0178571,,
parallel,13,57,3136,damped-jacobi,five-point,26.0433,18681,1.00E-11,1,0.0175439,,
parallel,13,57,3136,gauss-seidel,five-point,57.4887,9320,1.00E-11,1,0.0175439,,
parallel,13,58,3249,damped-jacobi,five-point,28.9774,19364,1.00E-11,1,0.0172414,,
parallel,13,58,3249,gauss-seidel,five-point,62.7037,9651,1.00E-11,1,0.0172414,,
parallel,13,59,3364,damped-jacobi,five-point,32.1093,20016,1.00E-11,1,0.0169492,,
parallel,13,59,3364,gauss-seidel,five-point,69.4054,9986,1.00E-11,1,0.0169492,,
parallel,13,60,3481,damped-jacobi,five-point,35.6016,20698,1.00E-11,1,0.0166667,,
parallel,13,60,3481,gauss-seidel,five-point,76.1571,10328,1.00E-11,1,0.0166667,,
parallel,13,61,3600,damped-jacobi,five-point,39.3215,21361,1.00E-11,1,0.0163934,,
parallel,14,5,16,damped-jacobi,five-point,0.00239656,134,1.00E-11,1,0.2,,
parallel,14,5,16,gauss-seidel,five-point,0.00243899,69,1.00E-11,1,0.2,,
parallel,14,6,25,damped-jacobi,five-point,0.00336279,197,1.00E-11,1,0.166667,,
parallel,14,6,25,gauss-seidel,five-point,0.0030317,101,1.00E-11,1,0.166667,,
parallel,14,7,36,damped-jacobi,five-point,0.00394684,272,1.00E-11,1,0.142857,,
parallel,14,7,36,gauss-seidel,five-point,0.00396318,138,1.00E-11,1,0.142857,,
parallel,14,8,49,damped-jacobi,five-point,0.00539214,358,1.00E-11,1,0.125,,
parallel,14,8,49,gauss-seidel,five-point,0.00516404,181,1.00E-11,1,0.125,,
parallel,14,9,64,damped-jacobi,five-point,0.00683291,455,1.00E-11,1,0.111111,,
parallel,14,9,64,gauss-seidel,five-point,0.007159,230,1.00E-11,1,0.111111,,
parallel,14,10,81,damped-jacobi,five-point,0.010544,564,1.00E-11,1,0.1,,
parallel,14,10,81,gauss-seidel,five-point,0.0092965,284,1.00E-11,1,0.1,,
parallel,14,11,100,damped-jacobi,five-point,0.013086,685,1.00E-11,1,0.0909091,,
parallel,14,11,100,gauss-seidel,five-point,0.0131721,345,1.00E-11,1,0.0909091,,
parallel,14,12,121,damped-jacobi,five-point,0.0186478,817,1.00E-11,1,0.0833333,,
parallel,14,12,121,gauss-seidel,five-point,0.0163977,411,1.00E-11,1,0.0833333,,
parallel,14,13,144,damped-jacobi,five-point,0.0218391,960,1.00E-11,1,0.0769231,,
parallel,14,13,144,gauss-seidel,five-point,0.0230325,482,1.00E-11,1,0.0769231,,
parallel,14,14,169,damped-jacobi,five-point,0.0277695,1115,1.00E-11,1,0.0714286,,
parallel,14,14,169,gauss-seidel,five-point,0.0315116,560,1.00E-11,1,0.0714286,,
parallel,14,15,196,damped-jacobi,five-point,0.0345051,1282,1.00E-11,1,0.0666667,,
parallel,14,15,196,gauss-seidel,five-point,0.0417198,643,1.00E-11,1,0.0666667,,
parallel,14,16,225,damped-jacobi,five-point,0.0460088,1459,1.00E-11,1,0.0625,,
parallel,14,16,225,gauss-seidel,five-point,0.0509194,732,1.00E-11,1,0.0625,,
parallel,14,17,256,damped-jacobi,five-point,0.060132,1649,1.00E-11,1,0.0588235,,
parallel,14,17,256,gauss-seidel,five-point,0.0749879,827,1.00E-11,1,0.0588235,,
parallel,14,18,289,damped-jacobi,five-point,0.0722783,1850,1.00E-11,1,0.0555556,,
parallel,14,18,289,gauss-seidel,five-point,0.0895864,927,1.00E-11,1,0.0555556,,
parallel,14,19,324,damped-jacobi,five-point,0.0821072,2062,1.00E-11,1,0.0526316,,
parallel,14,19,324,gauss-seidel,five-point,0.109798,1033,1.00E-11,1,0.0526316,,
parallel,14,20,361,damped-jacobi,five-point,0.096276,2286,1.00E-11,1,0.05,,
parallel,14,20,361,gauss-seidel,five-point,0.139226,1145,1.00E-11,1,0.05,,
parallel,14,21,400,damped-jacobi,five-point,0.121051,2521,1.00E-11,1,0.047619,,
parallel,14,21,400,gauss-seidel,five-point,0.161265,1263,1.00E-11,1,0.047619,,
parallel,14,22,441,damped-jacobi,five-point,0.135349,2768,1.00E-11,1,0.0454545,,
parallel,14,22,441,gauss-seidel,five-point,0.194266,1386,1.00E-11,1,0.0454545,,
parallel,14,23,484,damped-jacobi,five-point,0.164389,3026,1.00E-11,1,0.0434783,,
parallel,14,23,484,gauss-seidel,five-point,0.245654,1515,1.00E-11,1,0.0434783,,
parallel,14,24,529,damped-jacobi,five-point,0.189743,3295,1.00E-11,1,0.0416667,,
parallel,14,24,529,gauss-seidel,five-point,0.299564,1650,1.00E-11,1,0.0416667,,
parallel,14,25,576,damped-jacobi,five-point,0.240345,3576,1.00E-11,1,0.04,,
parallel,14,25,576,gauss-seidel,five-point,0.386903,1790,1.00E-11,1,0.04,,
parallel,14,26,625,damped-jacobi,five-point,0.286088,3869,1.00E-11,1,0.0384615,,
parallel,14,26,625,gauss-seidel,five-point,0.460282,1937,1.00E-11,1,0.0384615,,
parallel,14,27,676,damped-jacobi,five-point,0.333808,4173,1.00E-11,1,0.037037,,
parallel,14,27,676,gauss-seidel,five-point,0.56217,2089,1.00E-11,1,0.037037,,
parallel,14,28,729,damped-jacobi,five-point,0.412212,4489,1.00E-11,1,0.0357143,,
parallel,14,28,729,gauss-seidel,five-point,0.665882,2246,1.00E-11,1,0.0357143,,
parallel,14,29,784,damped-jacobi,five-point,0.495608,4816,1.00E-11,1,0.0344828,,
parallel,14,29,784,gauss-seidel,five-point,0.829543,2410,1.00E-11,1,0.0344828,,
parallel,14,30,841,damped-jacobi,five-point,0.577981,5154,1.00E-11,1,0.0333333,,
parallel,14,30,841,gauss-seidel,five-point,1.00838,2579,1.00E-11,1,0.0333333,,
parallel,14,31,900,damped-jacobi,five-point,0.692104,5505,1.00E-11,1,0.0322581,,
parallel,14,31,900,gauss-seidel,five-point,1.22791,2754,1.00E-11,1,0.0322581,,
parallel,14,32,961,damped-jacobi,five-point,0.812573,5866,1.00E-11,1,0.03125,,
parallel,14,32,961,gauss-seidel,five-point,1.47557,2935,1.00E-11,1,0.03125,,
parallel,14,33,1024,damped-jacobi,five-point,0.963661,6239,1.00E-11,1,0.030303,,
parallel,14,33,1024,gauss-seidel,five-point,1.7757,3121,1.00E-11,1,0.030303,,
parallel,14,34,1089,damped-jacobi,five-point,1.13442,6624,1.00E-11,1,0.0294118,,
parallel,14,34,1089,gauss-seidel,five-point,2.11096,3314,1.00E-11,1,0.0294118,,
parallel,14,35,1156,damped-jacobi,five-point,1.35075,7021,1.00E-11,1,0.0285714,,
parallel,14,35,1156,gauss-seidel,five-point,2.48362,3512,1.00E-11,1,0.0285714,,
parallel,14,36,1225,damped-jacobi,five-point,1.6251,7428,1.00E-11,1,0.0277778,,
parallel,14,36,1225,gauss-seidel,five-point,3.03554,3715,1.00E-11,1,0.0277778,,
parallel,14,37,1296,damped-jacobi,five-point,1.88879,7848,1.00E-11,1,0.027027,,
parallel,14,37,1296,gauss-seidel,five-point,3.56636,3925,1.00E-11,1,0.027027,,
parallel,14,38,1369,damped-jacobi,five-point,2.19577,8277,1.00E-11,1,0.0263158,,
parallel,14,38,1369,gauss-seidel,five-point,4.33468,4140,1.00E-11,1,0.0263158,,
parallel,14,39,1444,damped-jacobi,five-point,2.56601,8719,1.00E-11,1,0.025641,,
parallel,14,39,1444,gauss-seidel,five-point,5.10392,4361,1.00E-11,1,0.025641,,
parallel,8,40,1521,damped-jacobi,nine-point,0.0845215,80,1.00E-11,0.666667,0.025,,
parallel,14,40,1521,gauss-seidel,five-point,6.2222,4588,1.00E-11,1,0.025,,
parallel,14,41,1600,damped-jacobi,five-point,3.42612,9639,1.00E-11,1,0.0243902,,
parallel,14,41,1600,gauss-seidel,five-point,7.37005,4820,1.00E-11,1,0.0243902,,
parallel,14,42,1681,damped-jacobi,five-point,3.94594,10118,1.00E-11,1,0.0238095,,
parallel,14,42,1681,gauss-seidel,five-point,8.64918,5058,1.00E-11,1,0.0238095,,
parallel,14,43,1764,damped-jacobi,five-point,4.53863,10610,1.00E-11,1,0.0232558,,
parallel,14,43,1764,gauss-seidel,five-point,10.2897,5302,1.00E-11,1,0.0232558,,
parallel,14,44,1849,damped-jacobi,five-point,5.23901,11102,1.00E-11,1,0.0227273,,
parallel,14,44,1849,gauss-seidel,five-point,12.5954,5551,1.00E-11,1,0.0227273,,
parallel,14,45,1936,damped-jacobi,five-point,5.96322,11611,1.00E-11,1,0.0222222,,
parallel,14,45,1936,gauss-seidel,five-point,14.3694,5806,1.00E-11,1,0.0222222,,
parallel,14,46,2025,damped-jacobi,five-point,6.81173,12139,1.00E-11,1,0.0217391,,
parallel,14,46,2025,gauss-seidel,five-point,16.0506,6068,1.00E-11,1,0.0217391,,
parallel,14,47,2116,damped-jacobi,five-point,7.72893,12688,1.00E-11,1,0.0212766,,
parallel,14,47,2116,gauss-seidel,five-point,18.2401,6335,1.00E-11,1,0.0212766,,
parallel,14,48,2209,damped-jacobi,five-point,8.66901,13220,1.00E-11,1,0.0208333,,
parallel,14,48,2209,gauss-seidel,five-point,20.8706,6607,1.00E-11,1,0.0208333,,
parallel,14,49,2304,damped-jacobi,five-point,9.85787,13783,1.00E-11,1,0.0204082,,
parallel,14,49,2304,gauss-seidel,five-point,24.5866,6886,1.00E-11,1,0.0204082,,
parallel,14,50,2401,damped-jacobi,five-point,11.0752,14366,1.00E-11,1,0.02,,
parallel,14,50,2401,gauss-seidel,five-point,26.7878,7170,1.00E-11,1,0.02,,
parallel,14,51,2500,damped-jacobi,five-point,12.5061,14928,1.00E-11,1,0.0196078,,
parallel,14,51,2500,gauss-seidel,five-point,30.0444,7461,1.00E-11,1,0.0196078,,
parallel,14,52,2601,damped-jacobi,five-point,14.0974,15523,1.00E-11,1,0.0192308,,
parallel,14,52,2601,gauss-seidel,five-point,33.0037,7756,1.00E-11,1,0.0192308,,
parallel,14,53,2704,damped-jacobi,five-point,15.7045,16121,1.00E-11,1,0.0188679,,
parallel,14,53,2704,gauss-seidel,five-point,36.8672,8057,1.00E-11,1,0.0188679,,
parallel,14,54,2809,damped-jacobi,five-point,17.5066,16761,1.00E-11,1,0.0185185,,
parallel,14,54,2809,gauss-seidel,five-point,41.8395,8364,1.00E-11,1,0.0185185,,
parallel,14,55,2916,damped-jacobi,five-point,19.6044,17361,1.00E-11,1,0.0181818,,
parallel,14,55,2916,gauss-seidel,five-point,45.9948,8678,1.00E-11,1,0.0181818,,
parallel,14,56,3025,damped-jacobi,five-point,21.8458,18014,1.00E-11,1,0.0178571,,
parallel,14,56,3025,gauss-seidel,five-point,51.4893,8996,1.00E-11,1,0.0178571,,
parallel,14,57,3136,damped-jacobi,five-point,24.1692,18681,1.00E-11,1,0.0175439,,
parallel,14,57,3136,gauss-seidel,five-point,58.0523,9320,1.00E-11,1,0.0175439,,
parallel,14,58,3249,damped-jacobi,five-point,27.0495,19364,1.00E-11,1,0.0172414,,
parallel,14,58,3249,gauss-seidel,five-point,62.0762,9651,1.00E-11,1,0.0172414,,
parallel,14,59,3364,damped-jacobi,five-point,30.3268,20016,1.00E-11,1,0.0169492,,
parallel,14,59,3364,gauss-seidel,five-point,68.2167,9986,1.00E-11,1,0.0169492,,
parallel,14,60,3481,damped-jacobi,five-point,33.1408,20698,1.00E-11,1,0.0166667,,
parallel,14,60,3481,gauss-seidel,five-point,75.7195,10328,1.00E-11,1,0.0166667,,
parallel,14,61,3600,damped-jacobi,five-point,36.7274,21361,1.00E-11,1,0.0163934,,
parallel,14,62,3721,damped-jacobi,five-point,40.5191,22066,1.00E-11,1,0.016129,,
parallel,15,5,16,damped-jacobi,five-point,0.00240504,134,1.00E-11,1,0.2,,
parallel,15,5,16,gauss-seidel,five-point,0.00300737,69,1.00E-11,1,0.2,,
parallel,15,6,25,damped-jacobi,five-point,0.00320138,197,1.00E-11,1,0.166667,,
parallel,15,6,25,gauss-seidel,five-point,0.003073,101,1.00E-11,1,0.166667,,
parallel,15,7,36,damped-jacobi,five-point,0.00448951,272,1.00E-11,1,0.142857,,
parallel,15,7,36,gauss-seidel,five-point,0.00429491,138,1.00E-11,1,0.142857,,
parallel,15,8,49,damped-jacobi,five-point,0.00568278,358,1.00E-11,1,0.125,,
parallel,15,8,49,gauss-seidel,five-point,0.00583126,181,1.00E-11,1,0.125,,
parallel,15,9,64,damped-jacobi,five-point,0.00769799,455,1.00E-11,1,0.111111,,
parallel,15,9,64,gauss-seidel,five-point,0.00785292,230,1.00E-11,1,0.111111,,
parallel,15,10,81,damped-jacobi,five-point,0.010602,564,1.00E-11,1,0.1,,
parallel,15,10,81,gauss-seidel,five-point,0.00900613,284,1.00E-11,1,0.1,,
parallel,15,11,100,damped-jacobi,five-point,0.0132188,685,1.00E-11,1,0.0909091,,
parallel,15,11,100,gauss-seidel,five-point,0.0123162,345,1.00E-11,1,0.0909091,,
parallel,15,12,121,damped-jacobi,five-point,0.016794,817,1.00E-11,1,0.0833333,,
parallel,15,12,121,gauss-seidel,five-point,0.0172728,411,1.00E-11,1,0.0833333,,
parallel,15,13,144,damped-jacobi,five-point,0.0201799,960,1.00E-11,1,0.0769231,,
parallel,15,13,144,gauss-seidel,five-point,0.0247694,482,1.00E-11,1,0.0769231,,
parallel,15,14,169,damped-jacobi,five-point,0.0261205,1115,1.00E-11,1,0.0714286,,
parallel,15,14,169,gauss-seidel,five-point,0.0316812,560,1.00E-11,1,0.0714286,,
parallel,15,15,196,damped-jacobi,five-point,0.0338008,1282,1.00E-11,1,0.0666667,,
parallel,15,15,196,gauss-seidel,five-point,0.0437572,643,1.00E-11,1,0.0666667,,
parallel,15,16,225,damped-jacobi,five-point,0.0399319,1459,1.00E-11,1,0.0625,,
parallel,15,16,225,gauss-seidel,five-point,0.0488519,732,1.00E-11,1,0.0625,,
parallel,15,17,256,damped-jacobi,five-point,0.0601156,1649,1.00E-11,1,0.0588235,,
parallel,15,17,256,gauss-seidel,five-point,0.0747933,827,1.00E-11,1,0.0588235,,
parallel,15,18,289,damped-jacobi,five-point,0.0680807,1850,1.00E-11,1,0.0555556,,
parallel,15,18,289,gauss-seidel,five-point,0.0902885,927,1.00E-11,1,0.0555556,,
parallel,15,19,324,damped-jacobi,five-point,0.0856706,2062,1.00E-11,1,0.0526316,,
parallel,15,19,324,gauss-seidel,five-point,0.107701,1033,1.00E-11,1,0.0526316,,
parallel,15,20,361,damped-jacobi,five-point,0.100015,2286,1.00E-11,1,0.05,,
parallel,15,20,361,gauss-seidel,five-point,0.133132,1145,1.00E-11,1,0.05,,
parallel,15,21,400,damped-jacobi,five-point,0.111429,2521,1.00E-11,1,0.047619,,
parallel,15,21,400,gauss-seidel,five-point,0.162362,1263,1.00E-11,1,0.047619,,
parallel,15,22,441,damped-jacobi,five-point,0.136476,2768,1.00E-11,1,0.0454545,,
