type,nr_processes,grid_dim,matrix_size,solver,linear_system,time,iterations,precision,damping_parameter,step_size_h,SPEEDUP,EFFICENCY
parallel,20,36,1225,gauss-seidel,nine-point,0.0414416,29,1.00E-11,0.666667,0.0277778,,
parallel,20,37,1296,damped-jacobi,nine-point,0.0341752,81,1.00E-11,0.666667,0.027027,,
parallel,20,37,1296,gauss-seidel,nine-point,0.0577781,29,1.00E-11,0.666667,0.027027,,
parallel,20,38,1369,damped-jacobi,nine-point,0.0384337,81,1.00E-11,0.666667,0.0263158,,
parallel,20,38,1369,gauss-seidel,nine-point,0.0597575,29,1.00E-11,0.666667,0.0263158,,
parallel,20,39,1444,damped-jacobi,nine-point,0.0434404,80,1.00E-11,0.666667,0.025641,,
parallel,20,39,1444,gauss-seidel,nine-point,0.0718839,29,1.00E-11,0.666667,0.025641,,
parallel,42,40,1521,damped-jacobi,nine-point,0.0277898,80,1.00E-11,0.666667,0.025,,
parallel,20,40,1521,gauss-seidel,nine-point,0.0750038,29,1.00E-11,0.666667,0.025,,
parallel,20,41,1600,damped-jacobi,nine-point,0.0512068,80,1.00E-11,0.666667,0.0243902,,
parallel,20,41,1600,gauss-seidel,nine-point,0.0796881,29,1.00E-11,0.666667,0.0243902,,
parallel,20,42,1681,damped-jacobi,nine-point,0.0503377,80,1.00E-11,0.666667,0.0238095,,
parallel,20,42,1681,gauss-seidel,nine-point,0.0800373,29,1.00E-11,0.666667,0.0238095,,
parallel,20,43,1764,damped-jacobi,nine-point,0.057672,80,1.00E-11,0.666667,0.0232558,,
parallel,20,43,1764,gauss-seidel,nine-point,0.0841231,29,1.00E-11,0.666667,0.0232558,,
parallel,20,44,1849,damped-jacobi,nine-point,0.0594838,80,1.00E-11,0.666667,0.0227273,,
parallel,20,44,1849,gauss-seidel,nine-point,0.0919089,29,1.00E-11,0.666667,0.0227273,,
parallel,20,45,1936,damped-jacobi,nine-point,0.0643708,80,1.00E-11,0.666667,0.0222222,,
parallel,20,45,1936,gauss-seidel,nine-point,0.100112,29,1.00E-11,0.666667,0.0222222,,
parallel,20,46,2025,damped-jacobi,nine-point,0.0672975,80,1.00E-11,0.666667,0.0217391,,
parallel,20,46,2025,gauss-seidel,nine-point,0.10275,29,1.00E-11,0.666667,0.0217391,,
parallel,20,47,2116,damped-jacobi,nine-point,0.0723205,80,1.00E-11,0.666667,0.0212766,,
parallel,20,47,2116,gauss-seidel,nine-point,0.110047,29,1.00E-11,0.666667,0.0212766,,
parallel,20,48,2209,damped-jacobi,nine-point,0.0682927,79,1.00E-11,0.666667,0.0208333,,
parallel,20,48,2209,gauss-seidel,nine-point,0.112544,29,1.00E-11,0.666667,0.0208333,,
parallel,20,49,2304,damped-jacobi,nine-point,0.0740088,79,1.00E-11,0.666667,0.0204082,,
parallel,20,49,2304,gauss-seidel,nine-point,0.10196,28,1.00E-11,0.666667,0.0204082,,
parallel,20,50,2401,damped-jacobi,nine-point,0.0708809,79,1.00E-11,0.666667,0.02,,
parallel,20,50,2401,gauss-seidel,nine-point,0.125068,28,1.00E-11,0.666667,0.02,,
parallel,20,51,2500,damped-jacobi,nine-point,0.0759859,79,1.00E-11,0.666667,0.0196078,,
parallel,20,51,2500,gauss-seidel,nine-point,0.133571,28,1.00E-11,0.666667,0.0196078,,
parallel,20,52,2601,damped-jacobi,nine-point,0.0837098,79,1.00E-11,0.666667,0.0192308,,
parallel,20,52,2601,gauss-seidel,nine-point,0.145244,28,1.00E-11,0.666667,0.0192308,,
parallel,20,53,2704,damped-jacobi,nine-point,0.0889934,79,1.00E-11,0.666667,0.0188679,,
parallel,20,53,2704,gauss-seidel,nine-point,0.152312,28,1.00E-11,0.666667,0.0188679,,
parallel,20,54,2809,damped-jacobi,nine-point,0.0832036,79,1.00E-11,0.666667,0.0185185,,
parallel,20,54,2809,gauss-seidel,nine-point,0.151133,28,1.00E-11,0.666667,0.0185185,,
parallel,20,55,2916,damped-jacobi,nine-point,0.0979657,79,1.00E-11,0.666667,0.0181818,,
parallel,20,55,2916,gauss-seidel,nine-point,0.161241,28,1.00E-11,0.666667,0.0181818,,
parallel,20,56,3025,damped-jacobi,nine-point,0.0948772,79,1.00E-11,0.666667,0.0178571,,
parallel,20,56,3025,gauss-seidel,nine-point,0.172499,28,1.00E-11,0.666667,0.0178571,,
parallel,20,57,3136,damped-jacobi,nine-point,0.0995999,79,1.00E-11,0.666667,0.0175439,,
parallel,20,57,3136,gauss-seidel,nine-point,0.18577,28,1.00E-11,0.666667,0.0175439,,
parallel,20,58,3249,damped-jacobi,nine-point,0.107387,79,1.00E-11,0.666667,0.0172414,,
parallel,20,58,3249,gauss-seidel,nine-point,0.197419,28,1.00E-11,0.666667,0.0172414,,
parallel,20,59,3364,damped-jacobi,nine-point,0.124539,78,1.00E-11,0.666667,0.0169492,,
parallel,20,59,3364,gauss-seidel,nine-point,0.203525,28,1.00E-11,0.666667,0.0169492,,
parallel,20,60,3481,damped-jacobi,nine-point,0.119161,78,1.00E-11,0.666667,0.0166667,,
parallel,20,60,3481,gauss-seidel,nine-point,0.226202,28,1.00E-11,0.666667,0.0166667,,
parallel,20,61,3600,damped-jacobi,nine-point,0.12374,78,1.00E-11,0.666667,0.0163934,,
parallel,20,61,3600,gauss-seidel,nine-point,0.234467,28,1.00E-11,0.666667,0.0163934,,
parallel,20,62,3721,damped-jacobi,nine-point,0.164228,78,1.00E-11,0.666667,0.016129,,
parallel,20,62,3721,gauss-seidel,nine-point,0.254415,28,1.00E-11,0.666667,0.016129,,
parallel,20,63,3844,damped-jacobi,nine-point,0.132656,78,1.00E-11,0.666667,0.015873,,
parallel,20,63,3844,gauss-seidel,nine-point,0.26243,28,1.00E-11,0.666667,0.015873,,
parallel,20,64,3969,damped-jacobi,nine-point,0.162009,78,1.00E-11,0.666667,0.015625,,
parallel,20,64,3969,gauss-seidel,nine-point,0.272304,28,1.00E-11,0.666667,0.015625,,
parallel,20,65,4096,damped-jacobi,nine-point,0.171896,78,1.00E-11,0.666667,0.0153846,,
parallel,20,65,4096,gauss-seidel,nine-point,0.300457,28,1.00E-11,0.666667,0.0153846,,
parallel,20,66,4225,damped-jacobi,nine-point,0.196616,78,1.00E-11,0.666667,0.0151515,,
parallel,20,66,4225,gauss-seidel,nine-point,0.308026,28,1.00E-11,0.666667,0.0151515,,
parallel,20,67,4356,damped-jacobi,nine-point,0.186447,78,1.00E-11,0.666667,0.0149254,,
parallel,20,67,4356,gauss-seidel,nine-point,0.327714,28,1.00E-11,0.666667,0.0149254,,
parallel,20,68,4489,damped-jacobi,nine-point,0.228189,78,1.00E-11,0.666667,0.0147059,,
parallel,20,68,4489,gauss-seidel,nine-point,0.353819,28,1.00E-11,0.666667,0.0147059,,
parallel,21,6,25,damped-jacobi,nine-point,0.002314,84,1.00E-11,0.666667,0.166667,,
parallel,21,6,25,gauss-seidel,nine-point,0.00167166,25,1.00E-11,0.666667,0.166667,,
parallel,21,7,36,damped-jacobi,nine-point,0.00211197,69,1.00E-11,0.666667,0.142857,,
parallel,21,7,36,gauss-seidel,nine-point,0.00183858,28,1.00E-11,0.666667,0.142857,,
parallel,21,8,49,damped-jacobi,nine-point,0.00269328,89,1.00E-11,0.666667,0.125,,
parallel,21,8,49,gauss-seidel,nine-point,0.00197233,28,1.00E-11,0.666667,0.125,,
parallel,21,9,64,damped-jacobi,nine-point,0.00241246,77,1.00E-11,0.666667,0.111111,,
parallel,21,9,64,gauss-seidel,nine-point,0.00204905,29,1.00E-11,0.666667,0.111111,,
parallel,21,10,81,damped-jacobi,nine-point,0.00261481,89,1.00E-11,0.666667,0.1,,
parallel,21,10,81,gauss-seidel,nine-point,0.00218839,29,1.00E-11,0.666667,0.1,,
parallel,21,11,100,damped-jacobi,nine-point,0.00255928,81,1.00E-11,0.666667,0.0909091,,
parallel,21,11,100,gauss-seidel,nine-point,0.00223435,30,1.00E-11,0.666667,0.0909091,,
parallel,21,12,121,damped-jacobi,nine-point,0.00301642,88,1.00E-11,0.666667,0.0833333,,
parallel,21,12,121,gauss-seidel,nine-point,0.00251937,30,1.00E-11,0.666667,0.0833333,,
parallel,21,13,144,damped-jacobi,nine-point,0.00304515,83,1.00E-11,0.666667,0.0769231,,
parallel,21,13,144,gauss-seidel,nine-point,0.0028517,31,1.00E-11,0.666667,0.0769231,,
parallel,21,14,169,damped-jacobi,nine-point,0.0036855,87,1.00E-11,0.666667,0.0714286,,
parallel,21,14,169,gauss-seidel,nine-point,0.00440195,31,1.00E-11,0.666667,0.0714286,,
parallel,21,15,196,damped-jacobi,nine-point,0.0040294,83,1.00E-11,0.666667,0.0666667,,
parallel,21,15,196,gauss-seidel,nine-point,0.00406908,31,1.00E-11,0.666667,0.0666667,,
parallel,21,16,225,damped-jacobi,nine-point,0.00451895,86,1.00E-11,0.666667,0.0625,,
parallel,21,16,225,gauss-seidel,nine-point,0.00440919,30,1.00E-11,0.666667,0.0625,,
parallel,21,17,256,damped-jacobi,nine-point,0.00499176,84,1.00E-11,0.666667,0.0588235,,
parallel,21,17,256,gauss-seidel,nine-point,0.00484966,30,1.00E-11,0.666667,0.0588235,,
parallel,21,18,289,damped-jacobi,nine-point,0.00435909,85,1.00E-11,0.666667,0.0555556,,
parallel,21,18,289,gauss-seidel,nine-point,0.00537474,30,1.00E-11,0.666667,0.0555556,,
parallel,21,19,324,damped-jacobi,nine-point,0.00463556,84,1.00E-11,0.666667,0.0526316,,
parallel,21,19,324,gauss-seidel,nine-point,0.00614176,30,1.00E-11,0.666667,0.0526316,,
parallel,21,20,361,damped-jacobi,nine-point,0.00515798,84,1.00E-11,0.666667,0.05,6.503708816,
parallel,21,20,361,gauss-seidel,nine-point,0.00641611,30,1.00E-11,0.666667,0.05,1.350743675,0.06432112738
parallel,21,21,400,damped-jacobi,nine-point,0.00599251,83,1.00E-11,0.666667,0.047619,,
parallel,21,21,400,gauss-seidel,nine-point,0.00816043,30,1.00E-11,0.666667,0.047619,,
parallel,21,22,441,damped-jacobi,nine-point,0.00627229,83,1.00E-11,0.666667,0.0454545,,
parallel,21,22,441,gauss-seidel,nine-point,0.00855908,30,1.00E-11,0.666667,0.0454545,,
parallel,21,23,484,damped-jacobi,nine-point,0.00758092,83,1.00E-11,0.666667,0.0434783,,
parallel,21,23,484,gauss-seidel,nine-point,0.0106267,30,1.00E-11,0.666667,0.0434783,,
parallel,21,24,529,damped-jacobi,nine-point,0.00871582,83,1.00E-11,0.666667,0.0416667,,
parallel,21,24,529,gauss-seidel,nine-point,0.0115244,30,1.00E-11,0.666667,0.0416667,,
parallel,21,25,576,damped-jacobi,nine-point,0.00896677,83,1.00E-11,0.666667,0.04,,
parallel,21,25,576,gauss-seidel,nine-point,0.0141375,30,1.00E-11,0.666667,0.04,,
parallel,21,26,625,damped-jacobi,nine-point,0.0100297,83,1.00E-11,0.666667,0.0384615,,
parallel,21,26,625,gauss-seidel,nine-point,0.0176269,30,1.00E-11,0.666667,0.0384615,,
parallel,21,27,676,damped-jacobi,nine-point,0.011213,82,1.00E-11,0.666667,0.037037,,
parallel,21,27,676,gauss-seidel,nine-point,0.0174637,29,1.00E-11,0.666667,0.037037,,
parallel,21,28,729,damped-jacobi,nine-point,0.0122357,82,1.00E-11,0.666667,0.0357143,,
parallel,21,28,729,gauss-seidel,nine-point,0.020764,29,1.00E-11,0.666667,0.0357143,,
parallel,21,29,784,damped-jacobi,nine-point,0.0140726,82,1.00E-11,0.666667,0.0344828,,
parallel,21,29,784,gauss-seidel,nine-point,0.0237125,29,1.00E-11,0.666667,0.0344828,,
parallel,21,30,841,damped-jacobi,nine-point,0.0145649,82,1.00E-11,0.666667,0.0333333,,
parallel,21,30,841,gauss-seidel,nine-point,0.0267566,29,1.00E-11,0.666667,0.0333333,,
parallel,21,31,900,damped-jacobi,nine-point,0.0173138,82,1.00E-11,0.666667,0.0322581,,
parallel,21,31,900,gauss-seidel,nine-point,0.0287108,29,1.00E-11,0.666667,0.0322581,,
parallel,21,32,961,damped-jacobi,nine-point,0.0198719,81,1.00E-11,0.666667,0.03125,,
parallel,21,32,961,gauss-seidel,nine-point,0.0333343,29,1.00E-11,0.666667,0.03125,,
parallel,21,33,1024,damped-jacobi,nine-point,0.0228717,81,1.00E-11,0.666667,0.030303,,
parallel,21,33,1024,gauss-seidel,nine-point,0.0376246,29,1.00E-11,0.666667,0.030303,,
parallel,21,34,1089,damped-jacobi,nine-point,0.0244216,81,1.00E-11,0.666667,0.0294118,,
parallel,21,34,1089,gauss-seidel,nine-point,0.0328185,29,1.00E-11,0.666667,0.0294118,,
parallel,21,35,1156,damped-jacobi,nine-point,0.0274088,81,1.00E-11,0.666667,0.0285714,,
parallel,21,35,1156,gauss-seidel,nine-point,0.0477948,29,1.00E-11,0.666667,0.0285714,,
parallel,21,36,1225,damped-jacobi,nine-point,0.0289794,81,1.00E-11,0.666667,0.0277778,,
parallel,21,36,1225,gauss-seidel,nine-point,0.0513708,29,1.00E-11,0.666667,0.0277778,,
parallel,21,37,1296,damped-jacobi,nine-point,0.0333696,81,1.00E-11,0.666667,0.027027,,
parallel,21,37,1296,gauss-seidel,nine-point,0.045932,29,1.00E-11,0.666667,0.027027,,
parallel,21,38,1369,damped-jacobi,nine-point,0.038158,81,1.00E-11,0.666667,0.0263158,,
parallel,21,38,1369,gauss-seidel,nine-point,0.0611868,29,1.00E-11,0.666667,0.0263158,,
parallel,21,39,1444,damped-jacobi,nine-point,0.0389108,80,1.00E-11,0.666667,0.025641,,
parallel,21,39,1444,gauss-seidel,nine-point,0.0667522,29,1.00E-11,0.666667,0.025641,,
parallel,43,40,1521,damped-jacobi,five-point,1.31629,9172,1.00E-11,1,0.025,29.20048014,0.6790809334
parallel,21,40,1521,gauss-seidel,nine-point,0.0727237,29,1.00E-11,0.666667,0.025,,
parallel,21,41,1600,damped-jacobi,nine-point,0.0486226,80,1.00E-11,0.666667,0.0243902,,
parallel,21,41,1600,gauss-seidel,nine-point,0.0779907,29,1.00E-11,0.666667,0.0243902,,
parallel,21,42,1681,damped-jacobi,nine-point,0.0492634,80,1.00E-11,0.666667,0.0238095,,
parallel,21,42,1681,gauss-seidel,nine-point,0.0806494,29,1.00E-11,0.666667,0.0238095,,
parallel,21,43,1764,damped-jacobi,nine-point,0.0535832,80,1.00E-11,0.666667,0.0232558,,
parallel,21,43,1764,gauss-seidel,nine-point,0.0848702,29,1.00E-11,0.666667,0.0232558,,
parallel,21,44,1849,damped-jacobi,nine-point,0.0582495,80,1.00E-11,0.666667,0.0227273,,
parallel,21,44,1849,gauss-seidel,nine-point,0.0911191,29,1.00E-11,0.666667,0.0227273,,
parallel,21,45,1936,damped-jacobi,nine-point,0.0600338,80,1.00E-11,0.666667,0.0222222,,
parallel,21,45,1936,gauss-seidel,nine-point,0.0962488,29,1.00E-11,0.666667,0.0222222,,
parallel,21,46,2025,damped-jacobi,nine-point,0.0619192,80,1.00E-11,0.666667,0.0217391,,
parallel,21,46,2025,gauss-seidel,nine-point,0.104402,29,1.00E-11,0.666667,0.0217391,,
parallel,21,47,2116,damped-jacobi,nine-point,0.0693008,80,1.00E-11,0.666667,0.0212766,,
parallel,21,47,2116,gauss-seidel,nine-point,0.109685,29,1.00E-11,0.666667,0.0212766,,
parallel,21,48,2209,damped-jacobi,nine-point,0.0708059,79,1.00E-11,0.666667,0.0208333,,
parallel,21,48,2209,gauss-seidel,nine-point,0.116431,29,1.00E-11,0.666667,0.0208333,,
parallel,21,49,2304,damped-jacobi,nine-point,0.0667051,79,1.00E-11,0.666667,0.0204082,,
parallel,21,49,2304,gauss-seidel,nine-point,0.120826,28,1.00E-11,0.666667,0.0204082,,
parallel,21,50,2401,damped-jacobi,nine-point,0.0744814,79,1.00E-11,0.666667,0.02,,
parallel,21,50,2401,gauss-seidel,nine-point,0.126262,28,1.00E-11,0.666667,0.02,,
parallel,21,51,2500,damped-jacobi,nine-point,0.0746053,79,1.00E-11,0.666667,0.0196078,,
parallel,21,51,2500,gauss-seidel,nine-point,0.135127,28,1.00E-11,0.666667,0.0196078,,
parallel,21,52,2601,damped-jacobi,nine-point,0.0819442,79,1.00E-11,0.666667,0.0192308,,
parallel,21,52,2601,gauss-seidel,nine-point,0.139216,28,1.00E-11,0.666667,0.0192308,,
parallel,21,53,2704,damped-jacobi,nine-point,0.082698,79,1.00E-11,0.666667,0.0188679,,
parallel,21,53,2704,gauss-seidel,nine-point,0.149171,28,1.00E-11,0.666667,0.0188679,,
parallel,21,54,2809,damped-jacobi,nine-point,0.0860821,79,1.00E-11,0.666667,0.0185185,,
parallel,21,54,2809,gauss-seidel,nine-point,0.154445,28,1.00E-11,0.666667,0.0185185,,
parallel,21,55,2916,damped-jacobi,nine-point,0.0892047,79,1.00E-11,0.666667,0.0181818,,
parallel,21,55,2916,gauss-seidel,nine-point,0.167802,28,1.00E-11,0.666667,0.0181818,,
parallel,21,56,3025,damped-jacobi,nine-point,0.0937106,79,1.00E-11,0.666667,0.0178571,,
parallel,21,56,3025,gauss-seidel,nine-point,0.173791,28,1.00E-11,0.666667,0.0178571,,
parallel,21,57,3136,damped-jacobi,nine-point,0.0948,79,1.00E-11,0.666667,0.0175439,,
parallel,21,57,3136,gauss-seidel,nine-point,0.18145,28,1.00E-11,0.666667,0.0175439,,
parallel,21,58,3249,damped-jacobi,nine-point,0.103507,79,1.00E-11,0.666667,0.0172414,,
parallel,21,58,3249,gauss-seidel,nine-point,0.193535,28,1.00E-11,0.666667,0.0172414,,
parallel,21,59,3364,damped-jacobi,nine-point,0.120606,78,1.00E-11,0.666667,0.0169492,,
parallel,21,59,3364,gauss-seidel,nine-point,0.209386,28,1.00E-11,0.666667,0.0169492,,
parallel,21,60,3481,damped-jacobi,nine-point,0.106353,78,1.00E-11,0.666667,0.0166667,,
parallel,21,60,3481,gauss-seidel,nine-point,0.215644,28,1.00E-11,0.666667,0.0166667,,
parallel,21,61,3600,damped-jacobi,nine-point,0.129398,78,1.00E-11,0.666667,0.0163934,,
parallel,21,61,3600,gauss-seidel,nine-point,0.238827,28,1.00E-11,0.666667,0.0163934,,
parallel,21,62,3721,damped-jacobi,nine-point,0.151569,78,1.00E-11,0.666667,0.016129,,
parallel,21,62,3721,gauss-seidel,nine-point,0.25562,28,1.00E-11,0.666667,0.016129,,
parallel,21,63,3844,damped-jacobi,nine-point,0.13072,78,1.00E-11,0.666667,0.015873,,
parallel,21,63,3844,gauss-seidel,nine-point,0.26441,28,1.00E-11,0.666667,0.015873,,
parallel,21,64,3969,damped-jacobi,nine-point,0.132835,78,1.00E-11,0.666667,0.015625,,
parallel,21,64,3969,gauss-seidel,nine-point,0.277814,28,1.00E-11,0.666667,0.015625,,
parallel,21,65,4096,damped-jacobi,nine-point,0.169285,78,1.00E-11,0.666667,0.0153846,,
parallel,21,65,4096,gauss-seidel,nine-point,0.289369,28,1.00E-11,0.666667,0.0153846,,
parallel,21,66,4225,damped-jacobi,nine-point,0.173763,78,1.00E-11,0.666667,0.0151515,,
parallel,21,66,4225,gauss-seidel,nine-point,0.309473,28,1.00E-11,0.666667,0.0151515,,
parallel,21,67,4356,damped-jacobi,nine-point,0.194288,78,1.00E-11,0.666667,0.0149254,,
parallel,21,67,4356,gauss-seidel,nine-point,0.321336,28,1.00E-11,0.666667,0.0149254,,
parallel,21,68,4489,damped-jacobi,nine-point,0.177329,78,1.00E-11,0.666667,0.0147059,,
parallel,21,68,4489,gauss-seidel,nine-point,0.333109,28,1.00E-11,0.666667,0.0147059,,
parallel,21,69,4624,damped-jacobi,nine-point,0.227333,78,1.00E-11,0.666667,0.0144928,,
parallel,21,69,4624,gauss-seidel,nine-point,0.364581,28,1.00E-11,0.666667,0.0144928,,
parallel,22,6,25,damped-jacobi,nine-point,0.00256761,84,1.00E-11,0.666667,0.166667,,
parallel,22,6,25,gauss-seidel,nine-point,0.00202196,25,1.00E-11,0.666667,0.166667,,
parallel,22,7,36,damped-jacobi,nine-point,0.00205437,69,1.00E-11,0.666667,0.142857,,
parallel,22,7,36,gauss-seidel,nine-point,0.00191193,28,1.00E-11,0.666667,0.142857,,
parallel,22,8,49,damped-jacobi,nine-point,0.00262134,89,1.00E-11,0.666667,0.125,,
parallel,22,8,49,gauss-seidel,nine-point,0.00188533,28,1.00E-11,0.666667,0.125,,
parallel,22,9,64,damped-jacobi,nine-point,0.0025035,77,1.00E-11,0.666667,0.111111,,
parallel,22,9,64,gauss-seidel,nine-point,0.00187812,29,1.00E-11,0.666667,0.111111,,
parallel,22,10,81,damped-jacobi,nine-point,0.00248614,89,1.00E-11,0.666667,0.1,,
parallel,22,10,81,gauss-seidel,nine-point,0.00206199,29,1.00E-11,0.666667,0.1,,
parallel,22,11,100,damped-jacobi,nine-point,0.00272252,81,1.00E-11,0.666667,0.0909091,,
parallel,22,11,100,gauss-seidel,nine-point,0.00251386,30,1.00E-11,0.666667,0.0909091,,
parallel,22,12,121,damped-jacobi,nine-point,0.00289655,88,1.00E-11,0.666667,0.0833333,,
parallel,22,12,121,gauss-seidel,nine-point,0.00277536,30,1.00E-11,0.666667,0.0833333,,
parallel,22,13,144,damped-jacobi,nine-point,0.00296854,83,1.00E-11,0.666667,0.0769231,,
parallel,22,13,144,gauss-seidel,nine-point,0.0031222,31,1.00E-11,0.666667,0.0769231,,
parallel,22,14,169,damped-jacobi,nine-point,0.00338748,87,1.00E-11,0.666667,0.0714286,,
parallel,22,14,169,gauss-seidel,nine-point,0.00319554,31,1.00E-11,0.666667,0.0714286,,
parallel,22,15,196,damped-jacobi,nine-point,0.00378139,83,1.00E-11,0.666667,0.0666667,,
parallel,22,15,196,gauss-seidel,nine-point,0.00363377,31,1.00E-11,0.666667,0.0666667,,
parallel,22,16,225,damped-jacobi,nine-point,0.0043654,86,1.00E-11,0.666667,0.0625,,
parallel,22,16,225,gauss-seidel,nine-point,0.00452672,30,1.00E-11,0.666667,0.0625,,
parallel,22,17,256,damped-jacobi,nine-point,0.00422347,84,1.00E-11,0.666667,0.0588235,,
parallel,22,17,256,gauss-seidel,nine-point,0.0049017,30,1.00E-11,0.666667,0.0588235,,
parallel,22,18,289,damped-jacobi,nine-point,0.00408748,85,1.00E-11,0.666667,0.0555556,,
parallel,22,18,289,gauss-seidel,nine-point,0.00500503,30,1.00E-11,0.666667,0.0555556,,
parallel,22,19,324,damped-jacobi,nine-point,0.00464122,84,1.00E-11,0.666667,0.0526316,,
parallel,22,19,324,gauss-seidel,nine-point,0.0054579,30,1.00E-11,0.666667,0.0526316,,
parallel,22,20,361,damped-jacobi,nine-point,0.00558391,84,1.00E-11,0.666667,0.05,6.007618318,
parallel,22,20,361,gauss-seidel,nine-point,0.00694235,30,1.00E-11,0.666667,0.05,1.248355384,0.05674342654
parallel,22,21,400,damped-jacobi,nine-point,0.00576627,83,1.00E-11,0.666667,0.047619,,
parallel,22,21,400,gauss-seidel,nine-point,0.00736961,30,1.00E-11,0.666667,0.047619,,
parallel,22,22,441,damped-jacobi,nine-point,0.00635267,83,1.00E-11,0.666667,0.0454545,,
parallel,22,22,441,gauss-seidel,nine-point,0.0102878,30,1.00E-11,0.666667,0.0454545,,
parallel,22,23,484,damped-jacobi,nine-point,0.00676172,83,1.00E-11,0.666667,0.0434783,,
parallel,22,23,484,gauss-seidel,nine-point,0.00993197,30,1.00E-11,0.666667,0.0434783,,
parallel,22,24,529,damped-jacobi,nine-point,0.00776165,83,1.00E-11,0.666667,0.0416667,,
parallel,22,24,529,gauss-seidel,nine-point,0.0122768,30,1.00E-11,0.666667,0.0416667,,
parallel,22,25,576,damped-jacobi,nine-point,0.00886936,83,1.00E-11,0.666667,0.04,,
parallel,22,25,576,gauss-seidel,nine-point,0.0134696,30,1.00E-11,0.666667,0.04,,
parallel,22,26,625,damped-jacobi,nine-point,0.0099657,83,1.00E-11,0.666667,0.0384615,,
parallel,22,26,625,gauss-seidel,nine-point,0.0152982,30,1.00E-11,0.666667,0.0384615,,
parallel,22,27,676,damped-jacobi,nine-point,0.0109226,82,1.00E-11,0.666667,0.037037,,
parallel,22,27,676,gauss-seidel,nine-point,0.018016,29,1.00E-11,0.666667,0.037037,,
parallel,22,28,729,damped-jacobi,nine-point,0.0123168,82,1.00E-11,0.666667,0.0357143,,
parallel,22,28,729,gauss-seidel,nine-point,0.0199261,29,1.00E-11,0.666667,0.0357143,,
parallel,22,29,784,damped-jacobi,nine-point,0.0137678,82,1.00E-11,0.666667,0.0344828,,
parallel,22,29,784,gauss-seidel,nine-point,0.023422,29,1.00E-11,0.666667,0.0344828,,
parallel,22,30,841,damped-jacobi,nine-point,0.0160883,82,1.00E-11,0.666667,0.0333333,,
parallel,22,30,841,gauss-seidel,nine-point,0.021743,29,1.00E-11,0.666667,0.0333333,,
parallel,22,31,900,damped-jacobi,nine-point,0.0187467,82,1.00E-11,0.666667,0.0322581,,
parallel,22,31,900,gauss-seidel,nine-point,0.0286943,29,1.00E-11,0.666667,0.0322581,,
parallel,22,32,961,damped-jacobi,nine-point,0.0180409,81,1.00E-11,0.666667,0.03125,,
parallel,22,32,961,gauss-seidel,nine-point,0.0358554,29,1.00E-11,0.666667,0.03125,,
parallel,22,33,1024,damped-jacobi,nine-point,0.0197348,81,1.00E-11,0.666667,0.030303,,
parallel,22,33,1024,gauss-seidel,nine-point,0.0375255,29,1.00E-11,0.666667,0.030303,,
parallel,22,34,1089,damped-jacobi,nine-point,0.0234178,81,1.00E-11,0.666667,0.0294118,,
parallel,22,34,1089,gauss-seidel,nine-point,0.0428177,29,1.00E-11,0.666667,0.0294118,,
parallel,22,35,1156,damped-jacobi,nine-point,0.0262858,81,1.00E-11,0.666667,0.0285714,,
parallel,22,35,1156,gauss-seidel,nine-point,0.0467364,29,1.00E-11,0.666667,0.0285714,,
parallel,22,36,1225,damped-jacobi,nine-point,0.0290092,81,1.00E-11,0.666667,0.0277778,,
parallel,22,36,1225,gauss-seidel,nine-point,0.0520694,29,1.00E-11,0.666667,0.0277778,,
parallel,22,37,1296,damped-jacobi,nine-point,0.0325315,81,1.00E-11,0.666667,0.027027,,
parallel,22,37,1296,gauss-seidel,nine-point,0.0549846,29,1.00E-11,0.666667,0.027027,,
parallel,22,38,1369,damped-jacobi,nine-point,0.0357546,81,1.00E-11,0.666667,0.0263158,,
parallel,22,38,1369,gauss-seidel,nine-point,0.059437,29,1.00E-11,0.666667,0.0263158,,
parallel,22,39,1444,damped-jacobi,nine-point,0.037396,80,1.00E-11,0.666667,0.025641,,
parallel,22,39,1444,gauss-seidel,nine-point,0.0692572,29,1.00E-11,0.666667,0.025641,,
parallel,43,40,1521,damped-jacobi,nine-point,0.0267988,80,1.00E-11,0.666667,0.025,,
parallel,22,40,1521,gauss-seidel,nine-point,0.071007,29,1.00E-11,0.666667,0.025,,
parallel,22,41,1600,damped-jacobi,nine-point,0.047278,80,1.00E-11,0.666667,0.0243902,,
parallel,22,41,1600,gauss-seidel,nine-point,0.0778496,29,1.00E-11,0.666667,0.0243902,,
parallel,22,42,1681,damped-jacobi,nine-point,0.0491116,80,1.00E-11,0.666667,0.0238095,,
parallel,22,42,1681,gauss-seidel,nine-point,0.0804872,29,1.00E-11,0.666667,0.0238095,,
parallel,22,43,1764,damped-jacobi,nine-point,0.0523809,80,1.00E-11,0.666667,0.0232558,,
parallel,22,43,1764,gauss-seidel,nine-point,0.0859975,29,1.00E-11,0.666667,0.0232558,,
parallel,22,44,1849,damped-jacobi,nine-point,0.0531899,80,1.00E-11,0.666667,0.0227273,,
parallel,22,44,1849,gauss-seidel,nine-point,0.0928074,29,1.00E-11,0.666667,0.0227273,,
parallel,22,45,1936,damped-jacobi,nine-point,0.0607808,80,1.00E-11,0.666667,0.0222222,,
parallel,22,45,1936,gauss-seidel,nine-point,0.0951725,29,1.00E-11,0.666667,0.0222222,,
